NAMESPACE                     LAST SEEN   TYPE      REASON                                   OBJECT                                                             MESSAGE
kube-system                   35m         Normal    Scheduled                                pod/l7-default-backend-58ffbbd58-gr22t                             Successfully assigned kube-system/l7-default-backend-58ffbbd58-gr22t to gke-portable-voting-default-pool-cc21b921-hl2v
gmp-system                    35m         Warning   FailedMount                              pod/rule-evaluator-79c78c4fd5-gws5x                                MountVolume.SetUp failed for volume "rules" : configmap "rules-generated" not found
kube-system                   35m         Normal    Scheduled                                pod/konnectivity-agent-5446844985-c46v8                            Successfully assigned kube-system/konnectivity-agent-5446844985-c46v8 to gke-portable-voting-default-pool-cc21b921-hl2v
kube-system                   35m         Normal    Scheduled                                pod/kube-dns-78d5d95979-t7tnw                                      Successfully assigned kube-system/kube-dns-78d5d95979-t7tnw to gke-portable-voting-default-pool-cc21b921-hl2v
gmp-system                    35m         Normal    Scheduled                                pod/rule-evaluator-79c78c4fd5-gws5x                                Successfully assigned gmp-system/rule-evaluator-79c78c4fd5-gws5x to gke-portable-voting-default-pool-cc21b921-hl2v
gmp-system                    35m         Warning   FailedMount                              pod/rule-evaluator-79c78c4fd5-gws5x                                MountVolume.SetUp failed for volume "rules-secret" : secret "rules" not found
gmp-system                    35m         Warning   FailedMount                              pod/rule-evaluator-79c78c4fd5-gws5x                                MountVolume.SetUp failed for volume "config" : configmap "rule-evaluator" not found
kube-system                   35m         Normal    Created                                  pod/netd-cw88m                                                     Container created
kube-system                   35m         Normal    Started                                  pod/netd-cw88m                                                     Container started
kube-system                   35m         Normal    Created                                  pod/anetd-bf4p6                                                    Container created
kube-system                   35m         Normal    Pulled                                   pod/netd-cw88m                                                     Container image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20251007.00_p0@sha256:638afa0822ed4c4aad9ff9f8528667a9d04dd5e1c7b1c251e9344ca7dd4aad68" already present on machine and can be accessed by the pod
kube-system                   35m         Normal    Created                                  pod/fluentbit-gke-mqlk7                                            Container created
kube-system                   35m         Normal    Created                                  pod/netd-cw88m                                                     Container created
gmp-system                    35m         Warning   FailedMount                              pod/collector-n9zbf                                                MountVolume.SetUp failed for volume "collection-secret" : secret "collection" not found
kube-system                   35m         Normal    Pulled                                   pod/fluentbit-gke-mqlk7                                            Successfully pulled image "europe-west3-artifactregistry.gcr.io/gke-release/gke-release/node_token_broker/init:gke_node_token_broker_init_20260222.00_p0@sha256:f1538ec13c7dbe0e95cd5aab7a25c29280d41a3909d86d400b43d66b54642da8" in 5.329s (5.329s including waiting). Image size: 2927935 bytes.
gmp-system                    35m         Warning   FailedMount                              pod/collector-n9zbf                                                MountVolume.SetUp failed for volume "config" : configmap "collector" not found
kube-system                   35m         Normal    Started                                  pod/anetd-bf4p6                                                    Container started
kube-system                   35m         Normal    Started                                  pod/netd-cw88m                                                     Container started
